第0类---------------------
发展 我国 我们 实现 重大 广大 取得 建立 领导 全国 任务 航天 实验室 党中央 空间 
创新 科技 我国 全面 改革 制度 时代 思想 一切 科技体制 勇气 制约 不能 敢于 改革开放 
创新 科技 发展 我国 人才 基础 优势 成果 科学家 全面 引领 当前 高水平 着力 特别 
创新 科技 人才 体系 工作者 形成 创新能力 科学家 改革 机制 完善 制度 贡献 实施 作为 
创新 科技 加快 加强 人才 战略 国际 形成 具有 水平 机制 更加 构建 环境 投入 
创新 科技 国家 我们 科学 人民 广大 具有 科学家 院士 作出 民族 学术 祖国 很多 
创新 科技 发展 国家 科学 重大 突破 不断 广大 精神 取得 希望 院士 一个 前沿 
创新 科技 我国 人才 社会 发挥 作用 广大 成为 希望 培育 制度 院士 社会主义 引导 
创新 科技 人才 重要 广大 成为 希望 提供 培养 院士 作为 政府 社会主义 未来 民族 
科技 我们 科学 中国 工作 成为 科学家 未来 祖国 梦想 职业 浩瀚 吸引力 向往 孩子 
创新 科技 建设 加快 必须 强国 海洋 进一步 认识 关心 步伐 经略 
科技 经济 我们 领域 重要 海洋 一个 方向 潜力 主攻 未知 很大 陆域 海域 将来 
创新 自主 关键 坚持 突破 核心技术 不断 研发 取得 这样 追求 这么 坚定信念 一股劲 
加强 自主 创新能力 研发 掌握 特别 一定 中央 重器 国有企业 所属 
创新 我们 自主 基础 实现 希望 这个 核心 你们 信心 东西 自力更生 迎难而上 再接再厉 讨不来 
创新 发展 我国 企业 坚持 发挥 优势 培育 引领 驱动 制度 社会主义 大力 依靠 能够 
创新 发展 建设 推动 产业 坚持 提升 取得 驱动 开放 海洋 优化 高质量 基础设施 有效 
创新 科技 发展 我们 中国 战略 推进 人民 不断 更加 驱动 作为 理念 日益 美好生活 
科技 我们 合作 研究 发挥 作用 支撑 服务 驱动 探索 需求 模式 特色 高新技术 长期 
创新 科技 国家 我国 关键 发挥 优势 核心技术 作用 形成 科学家 力量 引领 制度 需求 
创新 加强 合作 领域 国际 坚持 资源 开放 强化 科技领域 科研院所 科技交流 开辟 精准 扩大 
科技 科学 人才 关键 发挥 突破 核心技术 作用 工作者 形成 广大 成果 科学家 精神 努力 
创新 科技 发展 推动 加强 我们 合作 中国 世界 重要 全球 不断 积极 创新能力 科学家 
发展 推动 科学 中国 世界 人类 提高 促进 人民 不断 广大 积极 成果 增强 精神 
发展 加强 人工智能 形成 工作 支持 加大 把握 领导 政策 规律 知识 统筹 科技前沿 协调 
创新 科技 国家 重要 实现 人民 科学技术 增强 更加 生活 中华民族 命运 伟大 复兴 位置 
临门一脚 
创新 我们 领域 坚持 突破 人工智能 不断 数据 绿色 导向 当前 前沿 未来 增长 能源 
第1类---------------------
科技 发展 推动 产业 我们 世界 体系 突破 人民 形成 变革 必须 需要 服务 革命 
创新 科技 发展 建设 经济 产业 实现 体系 提高 作用 能力 不断 支撑 增强 现代 
科技 发展 社会 全球 人类 变革 新一轮 机遇 提出 挑战 面临 正在 带来 当今世界 稳定 
创新 科技 发展 建设 经济 国家 推动 加强 产业 科学 战略 国际 数字 体系 农业 
创新 发展 技术 建设 经济 推动 加快 加强 产业 企业 数字 实现 体系 社会 推进 
创新 发展 国家 推动 重要 体系 发挥 促进 作用 人民 能力 方面 需要 现代化 经济社会 
发展 建设 国家 推动 加快 我国 中国 数字 实现 社会 全面 创造 现代化 培育 强国 
发展 建设 经济 推动 加快 我国 中国 数字 社会 人民 成果 现代化 驱动 交流 进一步 
创新 科技 发展 建设 经济 推动 加快 体系 发挥 优势 融合 工作 创新能力 增强 改革 
发展 国家 加强 产业 合作 重要 社会 重大 促进 人工智能 人民 方面 需要 各国 经济社会 
创新 发展 建设 经济 国家 推动 产业 我们 中国 世界 战略 数字 社会 人类 融合 
创新 发展 建设 经济 推动 我们 提高 融合 创新能力 机制 完善 深化 协同 着力 工业 
创新 科技 发展 技术 经济 产业 领域 推进 全球 人类 突破 人工智能 融合 变革 应用 
科技 发展 我国 产业 我们 世界 变革 必须 革命 新一轮 转变 机遇 方式 挑战 面临 
创新 科技 发展 建设 经济 推动 我国 实现 体系 提高 优势 资源 提升 促进 变革 
发展 技术 经济 推动 我国 产业 我们 世界 企业 数字 体系 推进 全球 促进 人工智能 
创新 科技 发展 国家 推动 合作 中国 国际 自主 实现 推进 全球 人类 资源 人民 
创新 科技 发展 建设 经济 加强 我们 合作 研究 国际 实现 发挥 优势 促进 问题 
发展 技术 建设 经济 国家 推动 产业 我们 合作 中国 提升 促进 能力 支持 服务 
推动 加强 产业 我们 合作 领域 战略 推进 全球 积极 革命 构建 深化 共同 打造 
科技 发展 建设 经济 国家 加快 加强 我们 合作 领域 数字 人工智能 成果 重点 数据 
科技 发展 技术 经济 国家 推动 产业 我们 世界 实现 关键 重大 全球 人类 人工智能 
科技 发展 产业 世界 重要 社会 农业 人类 人民 变革 革命 各国 提供 新一轮 动力 
创新 科技 发展 经济 国家 产业 我们 合作 国际 实现 推进 全球 发挥 优势 资源 
科技 发展 经济 加快 产业 我们 数字 促进 人工智能 融合 变革 革命 各国 新一轮 数据 
创新 发展 经济 推动 加快 产业 合作 中国 世界 国际 数字 推进 人类 人民 努力 
发展 合作 中国 领域 全球 人工智能 成果 方面 需要 安全 各国 经济社会 生产 深化 共同 
发展 技术 经济 推动 合作 中国 数字 实现 提高 人工智能 能力 应用 水平 方面 增强 
创新 科技 发展 加强 合作 世界 社会 全球 发挥 人类 促进 作用 科学技术 革命 各国 
科技 发展 推动 加快 我国 加强 产业 战略 重要 基础 促进 问题 人工智能 融合 变革 
创新 建设 推动 加强 领域 社会 推进 提高 促进 人工智能 人民 工作 应用 水平 需要 
发展 技术 加强 我们 战略 国际 社会 人类 问题 人工智能 应用 安全 挑战 进步 带来 
创新 科技 发展 技术 经济 推动 加快 加强 产业 合作 领域 世界 国际 数字 社会 
科技 发展 经济 推动 加快 产业 我们 世界 数字 体系 全球 突破 人工智能 不断 变革 
创新 科技 发展 产业 我们 合作 国际 变革 精神 革命 机制 深化 市场 动力 共同 
科技 发展 技术 产业 我们 国际 社会 人类 变革 成为 革命 引领 生产 共同 生活 
创新 科技 国家 产业 我们 合作 国际 体系 人民 变革 成为 成果 努力 服务 革命 
创新 发展 建设 经济 加强 我们 数字 坚持 全球 人民 能力 成果 全面 增强 培育 
创新 技术 建设 经济 合作 中国 领域 数字 人工智能 成果 一批 培育 深化 生活 大力 
创新 发展 技术 经济 推动 世界 数字 社会 能力 变革 增强 需要 各国 希望 引领 
创新 发展 技术 建设 经济 国家 加强 我们 合作 世界 数字 体系 社会 坚持 人类 
第2类---------------------
创新 发展 建设 经济 国家 推动 我国 产业 战略 重要 坚持 提升 全面 取得 安全 
创新 科技 发展 经济 国家 世界 社会 重大 人类 科学技术 成为 成果 方面 增强 取得 
发展 技术 建设 我国 产业 我们 世界 企业 全球 核心技术 成果 创新能力 水平 方面 取得 
创新 科技 发展 技术 国家 推动 加快 我国 我们 科学 领域 世界 战略 研究 自主 
创新 科技 发展 建设 推动 我国 人才 世界 关键 人类 科学技术 广大 成为 精神 培育 
创新 科技 发展 经济 推动 加快 我们 科学 领域 研究 基础 实现 全球 突破 积极 
创新 发展 技术 建设 国家 推动 加快 加强 产业 战略 企业 关键 提高 核心技术 资源 
创新 科技 发展 建设 经济 国家 推动 加快 加强 战略 体系 发挥 优势 融合 支撑 
创新 科技 建设 国家 加强 产业 战略 企业 自主 体系 重大 支持 支撑 具有 现代化 
创新 科技 发展 建设 推动 加快 加强 领域 世界 战略 自主 体系 社会 重大 资源 
创新 发展 技术 建设 推动 加强 产业 领域 人才 研究 基础 体系 突破 核心技术 应用 
创新 发展 经济 国家 推动 我国 加强 产业 世界 企业 自主 实现 突破 核心技术 资源 
创新 科技 技术 加强 人才 世界 战略 研究 国际 基础 实现 关键 科学技术 支持 成果 
创新 科技 技术 建设 加快 加强 领域 战略 自主 实现 坚持 优势 突破 核心技术 成果 
创新 科技 发展 我国 我们 人才 基础 重大 坚持 发挥 优势 工作 提供 深化 管理 
创新 科技 建设 国家 我们 领域 世界 战略 体系 坚持 全球 发挥 作用 支撑 现代化 
技术 我国 我们 世界 研究 国际 重要 基础 推进 重大 突破 应用 取得 科研 开展 
国家 我们 世界 战略 研究 重要 推进 重大 应用 成果 取得 先进 需求 时代 工程 
加快 产业 我们 世界 国际 自主 实现 关键 重大 人工智能 应用 水平 研发 引领 先进 
科技 技术 我国 企业 研究 基础 关键 重大 核心技术 问题 能力 成果 创新能力 方面 政策 
创新 科技 发展 技术 建设 经济 我国 产业 合作 人才 世界 社会 重大 全球 形成 
创新 科技 建设 加快 我国 加强 科学 领域 世界 战略 重要 实现 体系 关键 优势 
创新 科技 建设 推动 加快 科学 世界 研究 基础 实现 体系 重大 促进 应用 成果 
创新 科技 发展 建设 经济 国家 推动 加快 领域 战略 自主 社会 重大 人类 问题 
创新 科技 国家 加快 战略 企业 基础 体系 坚持 发挥 优势 资源 提升 问题 方面 
创新 发展 技术 推动 加快 产业 科学 企业 实现 社会 发挥 突破 核心技术 作用 能力 
创新 科技 发展 建设 国家 推动 加快 科学 研究 国际 体系 发挥 提高 作用 融合 
创新 科技 发展 建设 国家 推动 我国 加强 合作 科学 国际 坚持 全球 提高 资源 
创新 科技 发展 建设 国家 推动 我国 世界 战略 实现 关键 重大 发挥 突破 核心技术 
发展 国家 战略 研究 体系 推进 重大 发挥 提高 优势 问题 工作 能力 广大 组织 
创新 科技 发展 建设 国家 我国 战略 重要 基础 力量 驱动 创新型 贡献 实施 作出 
发展 技术 建设 经济 推动 我们 战略 自主 重要 关键 方面 研发 科研 强国 海洋 
科技 发展 经济 国家 推动 我国 重要 关键 提高 核心技术 创新能力 具有 必须 安全 提供 
科技 发展 技术 国家 我国 加强 研究 国际 基础 实现 关键 重大 突破 核心技术 提升 
创新 科技 建设 国家 加快 加强 科学 领域 人才 企业 体系 推进 重大 支持 成果 
科技 建设 推动 加强 科学 人才 社会 关键 提高 核心技术 形成 工作 成为 组织 培养 
创新 科技 发展 加快 世界 企业 自主 实现 关键 核心技术 创新能力 增强 方向 掌握 自己 
科技 发展 技术 经济 推动 加快 我国 产业 我们 战略 国际 自主 重要 社会 重大 
创新 科技 发展 技术 建设 加快 我国 加强 产业 我们 领域 人才 研究 重要 基础 
创新 发展 技术 建设 经济 推动 我国 加强 产业 我们 领域 企业 体系 社会 重大 
发展 建设 国家 加快 我国 加强 领域 研究 体系 社会 问题 人工智能 必须 安全 机制 
创新 科技 发展 建设 国家 加快 加强 科学 人才 世界 战略 企业 研究 国际 基础 
创新 发展 国家 加快 我们 人才 战略 自主 体系 关键 坚持 核心技术 资源 完善 驱动 
发展 建设 加快 我国 产业 基础 体系 关键 全球 优势 核心技术 提升 问题 形成 能力 
