原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
3.依靠科学技术的进步扩展农副产品销售市场。生产多了，销不出去，就会影响农业再生产的积极性。比如，有的地方有丰富的生产鲜活产品的资源，但当地市场却十分有限，因此资源优势难以转变为经济优势。如果我们采用保鲜包装，就可以把鲜活产品运出去，从而扩展它的市场。此外，通过采用先进的科学技术，还可以提高农副产品的品位，提高它在市场上的竞争的能力。这也是扩展销售市场的一个方面。,扩展,3.0,扩展,扩展,经济
,市场,3.0,销售市场,销售市场,我们
,鲜活,2.0,鲜活,鲜活,农业
,销售市场,2.0,农副产品,农副产品,提高
,采用,2.0,科学技术,科学技术,优势
,科学技术,2.0,销不,销不,资源
,生产,2.0,运出去,运出去,能力
,提高,2.0,采用,采用,科学技术
,可以,2.0,保鲜,保鲜,方面
,农副产品,2.0,市场,市场,先进
,产品,2.0,提高,提高,生产
,难以,1.0,资源优势,资源优势,市场
,销不,1.0,产品,产品,一个
,通过,1.0,生产,生产,转变
,进步,1.0,品位,品位,依靠
,运出去,1.0,,,
,转变,1.0,,,
,资源优势,1.0,,,
,资源,1.0,,,
,能力,1.0,,,
,经济,1.0,,,
,竞争,1.0,,,
,积极性,1.0,,,
,比如,1.0,,,
,此外,1.0,,,
,有限,1.0,,,
,方面,1.0,,,
,我们,1.0,,,
,影响,1.0,,,
,当地,1.0,,,
,如果,1.0,,,
,地方,1.0,,,
,因此,1.0,,,
,品位,1.0,,,
,十分,1.0,,,
,包装,1.0,,,
,出去,1.0,,,
,农业,1.0,,,
,再生产,1.0,,,
,先进,1.0,,,
,保鲜,1.0,,,
,依靠,1.0,,,
,优势,1.0,,,
,从而,1.0,,,
,丰富,1.0,,,
,一个,1.0,,,
,,,,,
4.依靠科学技术的进步改善农民的生产水平。1968年我在陕北延川县梁家河村插队的时候，只不过是在全村搞了沼气化的科技活动，但却尝到了推广科技进步的甜头。家家户户煮饭不用柴，点灯不用油，乡亲们那种喜悦的笑容至今宛然在目。实践证明，科技与政治是紧密联系的。科技搞上去了，生产生活问题解决了，就会得到人民群众的拥护。,科技,3.0,科技,科技,科技
,生产,2.0,1968,1968,问题
,陕北,1.0,延川县,延川县,人民
,问题,1.0,河村,河村,科学技术
,那种,1.0,宛然,宛然,水平
,进步,1.0,搞上去,搞上去,生产
,解决,1.0,煮饭,煮饭,生活
,至今,1.0,梁家,梁家,解决
,群众,1.0,科技进步,科技进步,依靠
,紧密联系,1.0,沼气,沼气,活动
,笑容,1.0,插队,插队,科技进步
,科技进步,1.0,尝到了,尝到了,进步
,科学技术,1.0,用油,用油,改善
,用油,1.0,甜头,甜头,推广
,生活,1.0,实践证明,实践证明,群众
,甜头,1.0,,,
,煮饭,1.0,,,
,点灯,1.0,,,
,活动,1.0,,,
,沼气,1.0,,,
,河村,1.0,,,
,水平,1.0,,,
,梁家,1.0,,,
,时候,1.0,,,
,政治,1.0,,,
,改善,1.0,,,
,搞上去,1.0,,,
,插队,1.0,,,
,推广,1.0,,,
,拥护,1.0,,,
,得到,1.0,,,
,延川县,1.0,,,
,尝到了,1.0,,,
,家家户户,1.0,,,
,实践证明,1.0,,,
,宛然,1.0,,,
,喜悦,1.0,,,
,只不过,1.0,,,
,农民,1.0,,,
,全村,1.0,,,
,依靠,1.0,,,
,人民,1.0,,,
,乡亲们,1.0,,,
,不用,1.0,,,
,1968,1.0,,,
,,,,,
“九五”以来，我省围绕发展海洋经济总体目标，以创建全国科技兴海示范基地和省级科技兴海示范区为载体，以重大海洋产业化关键技术为突破口，强化科技创新和综合集成，全面推进科技兴海战略的实施，为我省海洋经济的可持续发展发挥了重要作用。但是，从总体上看，我省海洋科技对海洋经济的贡献率不高，海洋科技现状和我省发展海洋经济的要求还不相适应，必须进一步加大科技兴海的力度。一要整合我省与中央驻浙海洋科研力量，整合浙江大学、宁波大学、海洋学院等有关涉海专业，加快培养一批创新型人才。加强国际国内海洋技术合作交流，积极吸引国内外海洋人才、海洋科研院所到浙江落户。鼓励企业与高等院校、科研院所开展以资产为纽带的产学研联合，共同组建面向行业、面向地区、开放性的区域海洋技术研发中心。二要切实提高海洋产业的科技支撑能力，重点加强对海水养殖优良品种的繁育、深水网箱的抗风浪、水质监测和病害防治、海洋生物制品、保健食品、功能食品和药品的技术攻关，抢占海洋科技制高点。三要加大海洋科技投入。对事关海洋经济发展的基础性、关键性技术，政府要加大必要的资金投入，发挥主导作用；对有市场前景的项目，政府要发挥引导作用，积极鼓励社会资本投入海洋科技领域；同时，要加大开放力度，吸引更多的资金、技术和大项目，在我省沿海地区形成若干个有竞争优势的海洋高新技术产业群。,海洋,18.0,海洋,海洋,创新
,科技,10.0,科技,科技,科技
,我省,6.0,兴海,兴海,发展
,经济,5.0,我省,我省,技术
,技术,5.0,技术,技术,经济
,发展,4.0,加大,加大,加快
,加大,4.0,科研院所,科研院所,加强
,兴海,4.0,发挥,发挥,产业
,发挥,3.0,经济,经济,合作
,鼓励,2.0,面向,面向,人才
,项目,2.0,发展,发展,战略
,面向,2.0,整合,整合,企业
,积极,2.0,人才,人才,国际
,科研院所,2.0,鼓励,鼓励,重要
,整合,2.0,宁波大学,宁波大学,社会
,政府,2.0,,,
,投入,2.0,,,
,吸引,2.0,,,
,加强,2.0,,,
,力度,2.0,,,
,作用,2.0,,,
,人才,2.0,,,
,高等院校,1.0,,,
,高新技术,1.0,,,
,驻浙,1.0,,,
,食品,1.0,,,
,风浪,1.0,,,
,集成,1.0,,,
,防治,1.0,,,
,重要,1.0,,,
,重点,1.0,,,
,重大,1.0,,,
,进一步,1.0,,,
,载体,1.0,,,
,资金投入,1.0,,,
,资金,1.0,,,
,资本,1.0,,,
,资产,1.0,,,
,贡献率,1.0,,,
,要求,1.0,,,
,行业,1.0,,,
,落户,1.0,,,
,药品,1.0,,,
,若干个,1.0,,,
,能力,1.0,,,
,联合,1.0,,,
,网箱,1.0,,,
,综合,1.0,,,
,组建,1.0,,,
,纽带,1.0,,,
,繁育,1.0,,,
,竞争,1.0,,,
,突破口,1.0,,,
,科研,1.0,,,
,科技领域,1.0,,,
,社会,1.0,,,
,示范区,1.0,,,
,示范,1.0,,,
,研发,1.0,,,
,省级,1.0,,,
,监测,1.0,,,
,病害,1.0,,,
,现状,1.0,,,
,深水,1.0,,,
,涉海,1.0,,,
,海洋生物,1.0,,,
,海洋学院,1.0,,,
,海水,1.0,,,
,浙江大学,1.0,,,
,浙江,1.0,,,
,沿海地区,1.0,,,
,水质,1.0,,,
,有关,1.0,,,
,攻关,1.0,,,
,支撑,1.0,,,
,提高,1.0,,,
,推进,1.0,,,
,持续,1.0,,,
,抢占,1.0,,,
,战略,1.0,,,
,总体目标,1.0,,,
,必须,1.0,,,
,必要,1.0,,,
,形成,1.0,,,
,强化,1.0,,,
,引导,1.0,,,
,开放性,1.0,,,
,开放,1.0,,,
,开展,1.0,,,
,市场前景,1.0,,,
,实施,1.0,,,
,宁波大学,1.0,,,
,基础性,1.0,,,
,基地,1.0,,,
,培养,1.0,,,
,地区,1.0,,,
,国际,1.0,,,
,国内外,1.0,,,
,国内,1.0,,,
,围绕,1.0,,,
,同时,1.0,,,
,合作,1.0,,,
,区域,1.0,,,
,加快,1.0,,,
,功能,1.0,,,
,力量,1.0,,,
,制高点,1.0,,,
,制品,1.0,,,
,创新型,1.0,,,
,创新,1.0,,,
,创建,1.0,,,
,切实,1.0,,,
,养殖,1.0,,,
,关键技术,1.0,,,
,关键性,1.0,,,
,共同,1.0,,,
,全面,1.0,,,
,全国,1.0,,,
,保健食品,1.0,,,
,但是,1.0,,,
,优良品种,1.0,,,
,优势,1.0,,,
,企业,1.0,,,
,以来,1.0,,,
,从总体上,1.0,,,
,产学研,1.0,,,
,产业群,1.0,,,
,产业化,1.0,,,
,产业,1.0,,,
,交流,1.0,,,
,二要,1.0,,,
,事关,1.0,,,
,九五,1.0,,,
,主导作用,1.0,,,
,中心,1.0,,,
,中央,1.0,,,
,专业,1.0,,,
,不高,1.0,,,
,不相适应,1.0,,,
,三要,1.0,,,
,一批,1.0,,,
,,,,,
“走在前列”还必须吸纳各省区市的优长，并瞄准国际先进水平，用国际先进标准来衡量和要求自己，顺应当代世界科技和经济发展的潮流。,国际,2.0,先进,先进,科技
,先进,2.0,优长,优长,发展
,顺应,1.0,当代世界,当代世界,经济
,要求,1.0,省区市,省区市,国际
,衡量,1.0,国际,国际,水平
,自己,1.0,顺应,顺应,必须
,经济,1.0,吸纳,吸纳,先进
,科技,1.0,潮流,潮流,自己
,瞄准,1.0,瞄准,瞄准,要求
,省区市,1.0,衡量,衡量,前列
,潮流,1.0,前列,前列,瞄准
,水平,1.0,科技,科技,标准
,标准,1.0,标准,标准,潮流
,必须,1.0,水平,水平,顺应
,当代世界,1.0,必须,必须,省区市
,吸纳,1.0,,,
,发展,1.0,,,
,前列,1.0,,,
,优长,1.0,,,
